TransactionID,SaleDate,Region,ProductID,Quantity,Revenue,CustomerID
TXN-002010,2023-10-02,SOUTH,PROD-102,4,462.04,CUST-2737
TXN-002109,2023-10-02,SOUTH,PROD-108,2,133.65,CUST-2287
TXN-002125,2023-10-02,SOUTH,PROD-117,1,195.61,CUST-1632
TXN-002151,2023-10-02,SOUTH,PROD-117,4,823.65,CUST-1591
TXN-002213,2023-10-02,SOUTH,PROD-111,4,189.3,CUST-1993
TXN-002275,2023-10-02,SOUTH,PROD-103,1,500.6,CUST-1745
TXN-004024,2023-10-02,EAST,PROD-117,4,794.73,CUST-1091
TXN-004036,2023-10-02,EAST,PROD-109,1,195.4,CUST-2773
TXN-004069,2023-10-02,EAST,PROD-103,1,541.8,CUST-2254
TXN-004088,2023-10-02,EAST,PROD-110,2,100.37,CUST-1835
TXN-004107,2023-10-02,EAST,PROD-104,3,2673.8,CUST-2422
TXN-004122,2023-10-02,EAST,PROD-114,5,77.94,CUST-2143
TXN-004141,2023-10-02,EAST,PROD-101,2,5974.08,CUST-1459
TXN-004149,2023-10-02,EAST,PROD-115,4,632.8,CUST-2768
TXN-004154,2023-10-02,EAST,PROD-115,2,313.54,CUST-2563
TXN-004170,2023-10-02,EAST,PROD-106,5,385.79,CUST-1289
TXN-004200,2023-10-02,EAST,PROD-120,2,309.72,CUST-2111
TXN-005507,2023-10-02,WEST,PROD-112,2,217.58,CUST-2712
TXN-005546,2023-10-02,WEST,PROD-104,5,4846.21,CUST-1464
TXN-005608,2023-10-02,WEST,PROD-101,2,6137.41,CUST-1103
TXN-005613,2023-10-02,WEST,PROD-114,1,16.28,CUST-1295
TXN-005630,2023-10-02,WEST,PROD-109,4,764.43,CUST-1970
TXN-005648,2023-10-02,WEST,PROD-119,2,696.75,CUST-1160
TXN-005652,2023-10-02,WEST,PROD-113,4,109.94,CUST-2542
TXN-005664,2023-10-02,WEST,PROD-108,2,138.42,CUST-2874
TXN-005778,2023-10-02,WEST,PROD-112,4,402.68,CUST-2801
TXN-005799,2023-10-02,WEST,PROD-118,3,55.05,CUST-2424
TXN-005802,2023-10-02,WEST,PROD-120,1,151.74,CUST-1726
TXN-005822,2023-10-02,WEST,PROD-114,4,54.47,CUST-2475
TXN-005824,2023-10-02,WEST,PROD-120,2,272.44,CUST-2392
TXN-005829,2023-10-02,WEST,PROD-111,2,105.99,CUST-1494
TXN-005831,2023-10-02,WEST,PROD-110,4,211.91,CUST-2377
TXN-005848,2023-10-02,WEST,PROD-105,5,3501.56,CUST-1180
TXN-005852,2023-10-02,WEST,PROD-108,1,64.99,CUST-1278
TXN-005868,2023-10-02,WEST,PROD-111,4,195.16,CUST-1481
TXN-007199,2023-10-02,CENTRAL,PROD-119,3,1092.16,CUST-1899
TXN-007221,2023-10-02,CENTRAL,PROD-115,2,329.28,CUST-1253
TXN-007243,2023-10-02,CENTRAL,PROD-108,5,381.51,CUST-1346
TXN-007266,2023-10-02,CENTRAL,PROD-116,5,297.42,CUST-1700
TXN-007299,2023-10-02,CENTRAL,PROD-108,3,227.95,CUST-2326
TXN-007302,2023-10-02,CENTRAL,PROD-119,3,946.96,CUST-1135
TXN-007327,2023-10-02,CENTRAL,PROD-110,2,102.81,CUST-1256
TXN-007368,2023-10-02,CENTRAL,PROD-119,1,322.64,CUST-1162
TXN-007370,2023-10-02,CENTRAL,PROD-107,5,1394.59,CUST-2703
TXN-007391,2023-10-02,CENTRAL,PROD-114,4,60.28,CUST-2482
TXN-007407,2023-10-02,CENTRAL,PROD-111,3,152.67,CUST-1065
TXN-007473,2023-10-02,CENTRAL,PROD-103,1,549.63,CUST-2235
TXN-007530,2023-10-02,CENTRAL,PROD-118,4,79.61,CUST-1403
TXN-007559,2023-10-02,CENTRAL,PROD-106,3,243.67,CUST-2410
TXN-007576,2023-10-02,CENTRAL,PROD-112,4,436.46,CUST-1066
TXN-000004,2023-10-03,NORTH,PROD-107,2,600.62,CUST-1055
TXN-000045,2023-10-03,NORTH,PROD-102,2,219.22,CUST-1065
TXN-000064,2023-10-03,NORTH,PROD-106,1,81.51,CUST-2383
TXN-000067,2023-10-03,NORTH,PROD-114,5,75.93,CUST-1648
TXN-000071,2023-10-03,NORTH,PROD-101,4,12290.74,CUST-2154
TXN-000151,2023-10-03,NORTH,PROD-119,2,644.25,CUST-2583
TXN-000192,2023-10-03,NORTH,PROD-108,3,222.06,CUST-2281
TXN-000215,2023-10-03,NORTH,PROD-108,1,69.45,CUST-1241
TXN-000245,2023-10-03,NORTH,PROD-115,3,493.86,CUST-1613
TXN-000292,2023-10-03,NORTH,PROD-103,3,1532.46,CUST-1135
TXN-000301,2023-10-03,NORTH,PROD-114,1,15.72,CUST-1764
TXN-000359,2023-10-03,NORTH,PROD-110,5,243.79,CUST-2622
TXN-000381,2023-10-03,NORTH,PROD-112,2,181.11,CUST-2907
TXN-000393,2023-10-03,NORTH,PROD-117,5,1001.42,CUST-2040
TXN-000425,2023-10-03,NORTH,PROD-115,2,323.9,CUST-1912
TXN-000426,2023-10-03,NORTH,PROD-111,3,156.25,CUST-2127
TXN-001823,2023-10-03,SOUTH,PROD-118,5,97.58,CUST-1817
TXN-001835,2023-10-03,SOUTH,PROD-110,4,197.45,CUST-2858
TXN-001841,2023-10-03,SOUTH,PROD-117,1,184.55,CUST-2355
TXN-001843,2023-10-03,SOUTH,PROD-114,3,43.3,CUST-2483
TXN-001872,2023-10-03,SOUTH,PROD-116,2,102.79,CUST-1321
TXN-001965,2023-10-03,SOUTH,PROD-117,2,422.61,CUST-1292
TXN-001973,2023-10-03,SOUTH,PROD-113,1,31.97,CUST-2485
TXN-002008,2023-10-03,SOUTH,PROD-120,5,740.73,CUST-1196
TXN-002013,2023-10-03,SOUTH,PROD-104,1,910.66,CUST-1604
TXN-002020,2023-10-03,SOUTH,PROD-119,2,756.59,CUST-1259
TXN-002062,2023-10-03,SOUTH,PROD-110,4,200.71,CUST-1472
TXN-002147,2023-10-03,SOUTH,PROD-102,2,233.96,CUST-1608
TXN-002156,2023-10-03,SOUTH,PROD-116,1,59.98,CUST-1107
TXN-002169,2023-10-03,SOUTH,PROD-111,2,104.28,CUST-1401
TXN-002218,2023-10-03,SOUTH,PROD-110,5,274.31,CUST-1957
TXN-002227,2023-10-03,SOUTH,PROD-111,4,216.36,CUST-2522
TXN-002230,2023-10-03,SOUTH,PROD-104,1,871.23,CUST-2213
TXN-002248,2023-10-03,SOUTH,PROD-117,3,573.85,CUST-2891
TXN-002293,2023-10-03,SOUTH,PROD-112,3,316.65,CUST-1300
TXN-002309,2023-10-03,SOUTH,PROD-110,4,210.78,CUST-2732
TXN-002310,2023-10-03,SOUTH,PROD-103,1,522.98,CUST-2936
TXN-002311,2023-10-03,SOUTH,PROD-106,5,364.55,CUST-2523
TXN-003979,2023-10-03,EAST,PROD-117,5,945.82,CUST-2179
TXN-004006,2023-10-03,EAST,PROD-109,3,521.84,CUST-1279
TXN-004010,2023-10-03,EAST,PROD-114,5,68.66,CUST-2557
TXN-004022,2023-10-03,EAST,PROD-105,2,1384.31,CUST-1592
TXN-004081,2023-10-03,EAST,PROD-104,5,4625.31,CUST-2178
TXN-004160,2023-10-03,EAST,PROD-107,2,564.3,CUST-1476
TXN-004161,2023-10-03,EAST,PROD-105,3,1894.54,CUST-2906
TXN-004169,2023-10-03,EAST,PROD-118,3,57.66,CUST-2214
TXN-004191,2023-10-03,EAST,PROD-113,3,81.24,CUST-1687
TXN-004290,2023-10-03,EAST,PROD-117,4,781.15,CUST-2347
TXN-005502,2023-10-03,WEST,PROD-115,3,463.58,CUST-2004
TXN-005527,2023-10-03,WEST,PROD-106,5,369.38,CUST-1794
TXN-005540,2023-10-03,WEST,PROD-112,3,322.89,CUST-1488
TXN-005580,2023-10-03,WEST,PROD-117,5,947.21,CUST-2677
TXN-005602,2023-10-03,WEST,PROD-110,5,253.62,CUST-2217
TXN-005746,2023-10-03,WEST,PROD-105,3,1981.75,CUST-2162
TXN-005767,2023-10-03,WEST,PROD-107,3,831.25,CUST-1419
TXN-005797,2023-10-03,WEST,PROD-101,4,11792.45,CUST-1157
TXN-005804,2023-10-03,WEST,PROD-104,3,2913.37,CUST-1926
TXN-005837,2023-10-03,WEST,PROD-110,4,209.79,CUST-2686
TXN-005874,2023-10-03,WEST,PROD-112,2,207.22,CUST-1139
TXN-005908,2023-10-03,WEST,PROD-111,3,155.67,CUST-1260
TXN-005911,2023-10-03,WEST,PROD-107,5,1637.76,CUST-1255
TXN-007260,2023-10-03,CENTRAL,PROD-113,3,90.51,CUST-2269
TXN-007348,2023-10-03,CENTRAL,PROD-119,5,1629.65,CUST-2666
TXN-007366,2023-10-03,CENTRAL,PROD-110,2,103.7,CUST-2419
TXN-007390,2023-10-03,CENTRAL,PROD-109,4,717.2,CUST-2156
TXN-007433,2023-10-03,CENTRAL,PROD-111,2,99.45,CUST-2253
TXN-007523,2023-10-03,CENTRAL,PROD-104,1,824.96,CUST-1670
TXN-007527,2023-10-03,CENTRAL,PROD-108,1,63.65,CUST-2516
TXN-007590,2023-10-03,CENTRAL,PROD-102,5,553.73,CUST-1622
TXN-007604,2023-10-03,CENTRAL,PROD-101,4,11038.98,CUST-1801
TXN-000026,2023-10-04,NORTH,PROD-105,2,1375.92,CUST-1865
TXN-000036,2023-10-04,NORTH,PROD-112,3,284.34,CUST-1494
TXN-000043,2023-10-04,NORTH,PROD-108,2,127.77,CUST-1044
TXN-000072,2023-10-04,NORTH,PROD-103,5,2356.53,CUST-1544
TXN-000101,2023-10-04,NORTH,PROD-113,5,140.66,CUST-1091
TXN-000105,2023-10-04,NORTH,PROD-110,5,240.42,CUST-1837
TXN-000181,2023-10-04,NORTH,PROD-103,4,1996.66,CUST-2182
TXN-000208,2023-10-04,NORTH,PROD-113,5,159.69,CUST-1003
TXN-000213,2023-10-04,NORTH,PROD-101,5,15897.89,CUST-2454
TXN-000237,2023-10-04,NORTH,PROD-104,4,3359.75,CUST-1614
TXN-000276,2023-10-04,NORTH,PROD-115,1,154.87,CUST-2315
TXN-000286,2023-10-04,NORTH,PROD-103,4,1979.27,CUST-1742
TXN-000382,2023-10-04,NORTH,PROD-111,2,92.73,CUST-1588
TXN-001782,2023-10-04,SOUTH,PROD-101,5,14805.43,CUST-2885
TXN-001829,2023-10-04,SOUTH,PROD-112,5,469.94,CUST-1913
TXN-001882,2023-10-04,SOUTH,PROD-104,5,4598.64,CUST-2758
TXN-001912,2023-10-04,SOUTH,PROD-102,1,118.76,CUST-2173
TXN-001929,2023-10-04,SOUTH,PROD-112,5,478.91,CUST-2071
TXN-001953,2023-10-04,SOUTH,PROD-104,5,4201.29,CUST-1295
TXN-002006,2023-10-04,SOUTH,PROD-116,2,120.07,CUST-2705
TXN-002038,2023-10-04,SOUTH,PROD-105,3,1926.73,CUST-2293
TXN-002069,2023-10-04,SOUTH,PROD-103,3,1361.46,CUST-1411
TXN-002117,2023-10-04,SOUTH,PROD-105,3,2016.38,CUST-1951
TXN-002121,2023-10-04,SOUTH,PROD-106,3,221.93,CUST-2519
TXN-002130,2023-10-04,SOUTH,PROD-106,2,145.39,CUST-2050
TXN-002131,2023-10-04,SOUTH,PROD-111,3,151.83,CUST-1389
TXN-002133,2023-10-04,SOUTH,PROD-108,2,128.95,CUST-1663
TXN-002202,2023-10-04,SOUTH,PROD-107,5,1587.48,CUST-1770
TXN-002273,2023-10-04,SOUTH,PROD-102,2,243.58,CUST-2337
TXN-002292,2023-10-04,SOUTH,PROD-118,4,73.02,CUST-2312
TXN-004064,2023-10-04,EAST,PROD-120,4,603.11,CUST-2478
TXN-004075,2023-10-04,EAST,PROD-118,2,42.68,CUST-2073
TXN-004092,2023-10-04,EAST,PROD-105,4,2745.72,CUST-1037
TXN-004097,2023-10-04,EAST,PROD-106,2,152.11,CUST-1698
TXN-004117,2023-10-04,EAST,PROD-110,1,52.71,CUST-2818
TXN-004163,2023-10-04,EAST,PROD-115,5,814.02,CUST-1951
TXN-004174,2023-10-04,EAST,PROD-113,4,120.78,CUST-2900
TXN-004220,2023-10-04,EAST,PROD-106,3,259.16,CUST-1361
TXN-004239,2023-10-04,EAST,PROD-116,5,274.08,CUST-1097
TXN-004243,2023-10-04,EAST,PROD-111,3,141.04,CUST-1444
TXN-005511,2023-10-04,WEST,PROD-109,2,372.84,CUST-1551
TXN-005570,2023-10-04,WEST,PROD-115,2,271.57,CUST-2170
TXN-005576,2023-10-04,WEST,PROD-110,2,103.3,CUST-1102
TXN-005679,2023-10-04,WEST,PROD-115,1,142.86,CUST-2755
TXN-005704,2023-10-04,WEST,PROD-111,5,253.94,CUST-2548
TXN-005719,2023-10-04,WEST,PROD-120,4,642.99,CUST-1352
TXN-005781,2023-10-04,WEST,PROD-117,4,811.46,CUST-1984
TXN-005786,2023-10-04,WEST,PROD-101,1,2997.71,CUST-2016
TXN-005876,2023-10-04,WEST,PROD-111,4,182.12,CUST-2079
TXN-005883,2023-10-04,WEST,PROD-119,1,368.08,CUST-2910
TXN-007205,2023-10-04,CENTRAL,PROD-102,4,523.48,CUST-2180
TXN-007244,2023-10-04,CENTRAL,PROD-108,1,75.83,CUST-1071
TXN-007355,2023-10-04,CENTRAL,PROD-111,4,214.29,CUST-1644
TXN-007454,2023-10-04,CENTRAL,PROD-115,5,775.23,CUST-1635
TXN-007498,2023-10-04,CENTRAL,PROD-120,4,617.67,CUST-1935
TXN-000073,2023-10-05,NORTH,PROD-112,1,107.57,CUST-1757
TXN-000114,2023-10-05,NORTH,PROD-101,1,2846.9,CUST-1974
TXN-000117,2023-10-05,NORTH,PROD-101,1,3167.04,CUST-1449
TXN-000127,2023-10-05,NORTH,PROD-105,2,1269.57,CUST-1313
TXN-000137,2023-10-05,NORTH,PROD-120,5,679.0,CUST-1807
TXN-000139,2023-10-05,NORTH,PROD-115,2,273.0,CUST-1777
TXN-000232,2023-10-05,NORTH,PROD-103,4,2112.57,CUST-1543
TXN-000271,2023-10-05,NORTH,PROD-114,1,15.99,CUST-2261
TXN-000282,2023-10-05,NORTH,PROD-118,3,63.55,CUST-1226
TXN-000293,2023-10-05,NORTH,PROD-109,5,923.9,CUST-2124
TXN-000306,2023-10-05,NORTH,PROD-116,2,117.62,CUST-1718
TXN-000313,2023-10-05,NORTH,PROD-101,1,3147.66,CUST-1441
TXN-000323,2023-10-05,NORTH,PROD-109,3,521.41,CUST-1016
TXN-000349,2023-10-05,NORTH,PROD-102,4,441.9,CUST-2842
TXN-000398,2023-10-05,NORTH,PROD-102,3,363.28,CUST-2667
TXN-000420,2023-10-05,NORTH,PROD-117,3,587.73,CUST-2331
TXN-000454,2023-10-05,NORTH,PROD-104,1,862.23,CUST-1787
TXN-000467,2023-10-05,NORTH,PROD-104,4,3508.66,CUST-1695
TXN-001781,2023-10-05,SOUTH,PROD-103,3,1401.01,CUST-2162
TXN-001834,2023-10-05,SOUTH,PROD-116,5,282.07,CUST-2075
TXN-001851,2023-10-05,SOUTH,PROD-105,1,609.79,CUST-2672
TXN-001853,2023-10-05,SOUTH,PROD-108,4,299.11,CUST-2758
TXN-001891,2023-10-05,SOUTH,PROD-117,4,845.91,CUST-1283
TXN-001894,2023-10-05,SOUTH,PROD-101,5,16330.87,CUST-1174
TXN-001930,2023-10-05,SOUTH,PROD-104,3,2594.63,CUST-1767
TXN-001932,2023-10-05,SOUTH,PROD-119,4,1273.59,CUST-2832
TXN-002048,2023-10-05,SOUTH,PROD-107,2,603.89,CUST-2423
TXN-002081,2023-10-05,SOUTH,PROD-110,1,49.99,CUST-2350
TXN-002150,2023-10-05,SOUTH,PROD-109,3,555.48,CUST-2558
TXN-002170,2023-10-05,SOUTH,PROD-107,1,270.76,CUST-2026
TXN-002180,2023-10-05,SOUTH,PROD-109,5,891.94,CUST-2395
TXN-002181,2023-10-05,SOUTH,PROD-109,2,367.33,CUST-2950
TXN-002244,2023-10-05,SOUTH,PROD-107,2,624.03,CUST-1108
TXN-002279,2023-10-05,SOUTH,PROD-119,4,1454.59,CUST-2071
TXN-002282,2023-10-05,SOUTH,PROD-110,2,109.13,CUST-2234
TXN-002290,2023-10-05,SOUTH,PROD-111,4,195.12,CUST-2975
TXN-003985,2023-10-05,EAST,PROD-110,4,182.41,CUST-1921
TXN-004086,2023-10-05,EAST,PROD-103,2,990.24,CUST-1687
TXN-004175,2023-10-05,EAST,PROD-115,4,620.03,CUST-1349
TXN-004188,2023-10-05,EAST,PROD-101,3,9476.13,CUST-1771
TXN-004214,2023-10-05,EAST,PROD-105,3,1956.26,CUST-1402
TXN-004253,2023-10-05,EAST,PROD-108,5,351.82,CUST-2755
TXN-004296,2023-10-05,EAST,PROD-119,5,1893.32,CUST-1439
TXN-005545,2023-10-05,WEST,PROD-112,3,290.61,CUST-2994
TXN-005559,2023-10-05,WEST,PROD-108,4,274.44,CUST-1155
TXN-005579,2023-10-05,WEST,PROD-112,3,321.57,CUST-1315
TXN-005620,2023-10-05,WEST,PROD-108,1,65.87,CUST-2777
TXN-005659,2023-10-05,WEST,PROD-115,4,650.9,CUST-1342
TXN-005687,2023-10-05,WEST,PROD-114,3,49.16,CUST-2576
TXN-005777,2023-10-05,WEST,PROD-119,5,1897.37,CUST-2673
TXN-005782,2023-10-05,WEST,PROD-110,1,48.09,CUST-2629
TXN-005816,2023-10-05,WEST,PROD-113,3,83.81,CUST-2430
TXN-005840,2023-10-05,WEST,PROD-114,2,28.47,CUST-2440
TXN-005870,2023-10-05,WEST,PROD-110,5,246.1,CUST-1917
TXN-005902,2023-10-05,WEST,PROD-108,2,126.59,CUST-1193
TXN-007219,2023-10-05,CENTRAL,PROD-113,2,59.94,CUST-2207
TXN-007222,2023-10-05,CENTRAL,PROD-118,5,98.34,CUST-1384
TXN-007240,2023-10-05,CENTRAL,PROD-112,3,318.01,CUST-1983
TXN-007261,2023-10-05,CENTRAL,PROD-103,1,536.83,CUST-1552
TXN-007272,2023-10-05,CENTRAL,PROD-108,2,137.22,CUST-1155
TXN-007304,2023-10-05,CENTRAL,PROD-110,2,98.09,CUST-2423
TXN-007306,2023-10-05,CENTRAL,PROD-102,2,235.78,CUST-2228
TXN-007405,2023-10-05,CENTRAL,PROD-109,1,166.98,CUST-1768
TXN-007411,2023-10-05,CENTRAL,PROD-110,4,183.86,CUST-1440
TXN-007422,2023-10-05,CENTRAL,PROD-108,1,64.81,CUST-2837
TXN-007546,2023-10-05,CENTRAL,PROD-113,4,129.83,CUST-1359
TXN-007560,2023-10-05,CENTRAL,PROD-101,3,9818.12,CUST-2954
TXN-007563,2023-10-05,CENTRAL,PROD-107,3,901.54,CUST-1149
TXN-007594,2023-10-05,CENTRAL,PROD-108,3,190.58,CUST-2528
TXN-000032,2023-10-06,NORTH,PROD-117,1,214.81,CUST-1612
TXN-000090,2023-10-06,NORTH,PROD-114,1,14.03,CUST-2894
TXN-000118,2023-10-06,NORTH,PROD-117,4,728.0,CUST-1511
TXN-000202,2023-10-06,NORTH,PROD-116,5,283.28,CUST-2877
TXN-000214,2023-10-06,NORTH,PROD-110,5,225.64,CUST-1836
TXN-000241,2023-10-06,NORTH,PROD-106,1,81.74,CUST-1784
TXN-000334,2023-10-06,NORTH,PROD-103,5,2566.56,CUST-2087
TXN-000362,2023-10-06,NORTH,PROD-107,3,980.55,CUST-1996
TXN-000367,2023-10-06,NORTH,PROD-106,5,424.67,CUST-1340
TXN-000377,2023-10-06,NORTH,PROD-109,4,778.32,CUST-1302
TXN-000410,2023-10-06,NORTH,PROD-118,3,57.83,CUST-1164
TXN-000438,2023-10-06,NORTH,PROD-111,2,96.9,CUST-2927
TXN-001814,2023-10-06,SOUTH,PROD-114,1,14.23,CUST-2021
TXN-001832,2023-10-06,SOUTH,PROD-114,4,55.08,CUST-2052
TXN-001856,2023-10-06,SOUTH,PROD-105,4,2841.17,CUST-1966
TXN-001866,2023-10-06,SOUTH,PROD-110,2,99.36,CUST-1898
TXN-001871,2023-10-06,SOUTH,PROD-120,2,286.93,CUST-2535
TXN-001876,2023-10-06,SOUTH,PROD-117,1,212.26,CUST-1692
TXN-001884,2023-10-06,SOUTH,PROD-104,2,1947.93,CUST-1322
TXN-001954,2023-10-06,SOUTH,PROD-109,1,167.54,CUST-2951
TXN-001956,2023-10-06,SOUTH,PROD-101,1,2878.81,CUST-1203
TXN-001969,2023-10-06,SOUTH,PROD-101,1,3260.09,CUST-1988
TXN-002042,2023-10-06,SOUTH,PROD-107,1,280.56,CUST-1537
TXN-002046,2023-10-06,SOUTH,PROD-117,5,1076.28,CUST-2799
TXN-002056,2023-10-06,SOUTH,PROD-111,3,150.73,CUST-1990
TXN-002066,2023-10-06,SOUTH,PROD-115,2,285.92,CUST-1156
TXN-002108,2023-10-06,SOUTH,PROD-119,1,342.54,CUST-2937
TXN-002134,2023-10-06,SOUTH,PROD-101,4,12369.54,CUST-1025
TXN-002195,2023-10-06,SOUTH,PROD-107,1,314.98,CUST-2658
TXN-002198,2023-10-06,SOUTH,PROD-103,3,1375.68,CUST-1256
TXN-002219,2023-10-06,SOUTH,PROD-115,1,149.46,CUST-2108
TXN-002260,2023-10-06,SOUTH,PROD-113,1,31.66,CUST-2772
